Enter cache policy (LRU, LFU): Number: 17395, Steps: 203
Number: 10597, Steps: 99
Number: 27409, Steps: 59
Number: 6827, Steps: 181
Number: 25038, Steps: 64
Number: 7045, Steps: 106
Number: 20010, Steps: 30
Number: 12105, Steps: 187
Number: 6004, Steps: 49
Number: 6224, Steps: 124
Number: 5589, Steps: 36
Number: 22636, Steps: 69
Number: 27871, Steps: 152
Number: 12748, Steps: 125
Number: 22375, Steps: 118
Number: 22499, Steps: 87
Number: 22327, Steps: 113
Number: 6354, Steps: 54
Number: 3943, Steps: 175
Number: 19176, Steps: 123
Number: 1622, Steps: 135
Number: 26405, Steps: 77
Number: 13471, Steps: 89
Number: 16621, Steps: 66
Number: 12413, Steps: 94
Number: 3155, Steps: 92
Number: 371, Steps: 45
Number: 12185, Steps: 37
Number: 17989, Steps: 48
Number: 476, Steps: 35
Number: 26482, Steps: 121
Number: 26637, Steps: 95
Number: 8920, Steps: 96
Number: 2710, Steps: 115
Number: 24875, Steps: 95
Number: 29035, Steps: 121
Number: 3168, Steps: 30
Number: 336, Steps: 11
Number: 5698, Steps: 67
Number: 27801, Steps: 46
Number: 6336, Steps: 31
Number: 31414, Steps: 85
Number: 1475, Steps: 140
Number: 25922, Steps: 170
Number: 19075, Steps: 79
Number: 15989, Steps: 53
Number: 10933, Steps: 42
Number: 13342, Steps: 182
Number: 31249, Steps: 103
Number: 23455, Steps: 131
Number: 20211, Steps: 136
Number: 22132, Steps: 100
Number: 24361, Steps: 64
Number: 23632, Steps: 25
Number: 55, Steps: 112
Number: 24285, Steps: 157
Number: 20107, Steps: 118
Number: 23698, Steps: 100
Number: 23416, Steps: 175
Number: 25418, Steps: 56
Number: 32757, Steps: 160
Number: 2174, Steps: 138
Number: 8822, Steps: 47
Number: 3144, Steps: 61
Number: 28753, Steps: 33
Number: 17828, Steps: 48
Number: 20371, Steps: 35
Number: 10627, Steps: 55
Number: 13357, Steps: 94
Number: 2989, Steps: 48
Number: 7140, Steps: 31
Number: 28553, Steps: 90
Number: 20075, Steps: 92
Number: 12351, Steps: 143
Number: 11144, Steps: 37
Number: 17105, Steps: 53
Number: 24378, Steps: 64
Number: 10785, Steps: 29
Number: 21560, Steps: 30
Number: 13308, Steps: 76
Number: 16197, Steps: 66
Number: 4000, Steps: 113
Number: 12832, Steps: 24
Number: 4442, Steps: 33
Number: 23338, Steps: 38
Number: 21553, Steps: 149
Number: 32493, Steps: 41
Number: 12720, Steps: 107
Number: 25389, Steps: 38
Number: 2391, Steps: 120
Number: 24360, Steps: 38
Number: 23609, Steps: 51
Number: 9006, Steps: 39
Number: 9927, Steps: 135
Number: 6594, Steps: 124
Number: 29162, Steps: 46
Number: 5848, Steps: 142
Number: 7627, Steps: 83
Number: 28144, Steps: 152
Number: 15354, Steps: 133
Number: 3612, Steps: 118
Number: 15332, Steps: 58
Number: 31545, Steps: 85
Number: 930, Steps: 36
Number: 30173, Steps: 116
Number: 8371, Steps: 39
Number: 28620, Steps: 77
Number: 22306, Steps: 43
Number: 6381, Steps: 75
Number: 19225, Steps: 74
Number: 28952, Steps: 59
Number: 8196, Steps: 158
Number: 27961, Steps: 90
Number: 414, Steps: 89
Number: 29335, Steps: 46
Number: 28324, Steps: 103
Number: 16704, Steps: 35
Number: 6671, Steps: 181
Number: 28394, Steps: 59
Number: 7920, Steps: 101
Number: 24010, Steps: 43
Number: 25707, Steps: 108
Number: 14123, Steps: 58
Number: 14957, Steps: 115
Number: 28630, Steps: 51
Number: 15617, Steps: 146
Number: 19583, Steps: 105
Number: 15227, Steps: 146
Number: 20180, Steps: 43
Number: 2514, Steps: 40
Number: 30698, Steps: 134
Number: 5593, Steps: 67
Number: 29460, Steps: 134
Number: 10044, Steps: 91
Number: 5224, Steps: 28
Number: 10347, Steps: 135
Number: 12415, Steps: 94
Number: 2010, Steps: 68
Number: 16185, Steps: 53
Number: 31803, Steps: 129
Number: 2437, Steps: 133
Number: 2982, Steps: 92
Number: 25212, Steps: 157
Number: 29887, Steps: 116
Number: 11862, Steps: 37
Number: 21088, Steps: 56
Number: 19967, Steps: 167
Number: 21850, Steps: 118
Number: 31829, Steps: 28
Number: 3380, Steps: 43
Number: 21078, Steps: 193
Number: 16420, Steps: 159
Number: 4553, Steps: 152
Number: 5015, Steps: 41
Number: 4650, Steps: 121
Number: 4590, Steps: 59
Number: 18902, Steps: 154
Number: 16242, Steps: 40
Number: 32212, Steps: 72
Number: 16257, Steps: 71
Number: 13485, Steps: 76
Number: 21634, Steps: 118
Number: 11562, Steps: 50
Number: 6183, Steps: 155
Number: 24575, Steps: 157
Number: 30462, Steps: 59
Number: 2969, Steps: 141
Number: 4461, Steps: 95
Number: 951, Steps: 28
Number: 30075, Steps: 64
Number: 2677, Steps: 71
Number: 38, Steps: 21
Number: 26344, Steps: 139
Number: 27150, Steps: 90
Number: 19852, Steps: 43
Number: 25267, Steps: 64
Number: 4356, Steps: 46
Number: 30384, Steps: 72
Number: 1537, Steps: 153
Number: 8322, Steps: 65
Number: 6992, Steps: 119
Number: 8422, Steps: 127
Number: 28504, Steps: 165
Number: 25301, Steps: 82
Number: 13972, Steps: 151
Number: 4257, Steps: 38
Number: 8909, Steps: 140
Number: 27333, Steps: 59
Number: 14615, Steps: 45
Number: 13922, Steps: 58
Number: 13546, Steps: 37
Number: 2182, Steps: 45
Number: 18634, Steps: 154
Number: 7331, Steps: 44
Number: 20824, Steps: 105
Number: 6124, Steps: 62
Number: 30148, Steps: 134
Number: 26739, Steps: 95
Number: 18678, Steps: 154
Number: 9774, Steps: 47
Number: 22766, Steps: 175
Number: 19808, Steps: 136
Number: 17960, Steps: 48
Number: 9451, Steps: 153
Number: 2816, Steps: 22
Number: 30873, Steps: 116
Number: 7026, Steps: 57
Number: 20074, Steps: 136
Number: 1964, Steps: 143
Number: 14164, Steps: 120
Number: 24645, Steps: 38
Number: 7974, Steps: 52
Number: 20760, Steps: 105
Number: 23662, Steps: 175
Number: 20504, Steps: 56
Number: 2186, Steps: 32
Number: 26514, Steps: 77
Number: 10577, Steps: 55
Number: 8123, Steps: 39
Number: 16633, Steps: 203
Number: 27008, Steps: 46
Number: 15899, Steps: 159
Number: 15592, Steps: 146
Number: 21777, Steps: 69
Number: 28565, Steps: 33
Number: 21757, Steps: 69
Number: 11292, Steps: 60
Number: 24113, Steps: 188
Number: 31051, Steps: 147
Number: 19680, Steps: 74
Number: 30884, Steps: 116
Number: 568, Steps: 105
Number: 32141, Steps: 28
Number: 18255, Steps: 154
Number: 27387, Steps: 183
Number: 8336, Steps: 127
Number: 29619, Steps: 134
Number: 23953, Steps: 188
Number: 31059, Steps: 147
Number: 20588, Steps: 118
Number: 26804, Steps: 139
Number: 12565, Steps: 125
Number: 9842, Steps: 73
Number: 5197, Steps: 147
Number: 29847, Steps: 72
Number: 23316, Steps: 38
Number: 17087, Steps: 203
Number: 26315, Steps: 77
Number: 9259, Steps: 47
Number: 32625, Steps: 67
Number: 17309, Steps: 172
Number: 1170, Steps: 57
Number: 11000, Steps: 42
Number: 1764, Steps: 29
Number: 9463, Steps: 60
Number: 6059, Steps: 142
Number: 29045, Steps: 59
Number: 17495, Steps: 48
Number: 2332, Steps: 32
Number: 10237, Steps: 117
Number: 21372, Steps: 48
Number: 2448, Steps: 40
Number: 2766, Steps: 97
Number: 29971, Steps: 64
Number: 8954, Steps: 91
Number: 28433, Steps: 59
Number: 30101, Steps: 41
Number: 7455, Steps: 70
Number: 17131, Steps: 141
Number: 21308, Steps: 87
Number: 22618, Steps: 113
Number: 13631, Steps: 182
Number: 28294, Steps: 103
Number: 21691, Steps: 100
Number: 9776, Steps: 42
Number: 14080, Steps: 120
Number: 180, Steps: 18
Number: 19487, Steps: 167
Number: 22901, Steps: 30
Number: 26401, Steps: 139
Number: 20423, Steps: 87
Number: 2247, Steps: 76
Number: 19738, Steps: 136
Number: 6553, Steps: 137
Number: 29033, Steps: 121
Number: 21764, Steps: 56
Number: 16447, Steps: 190
Number: 30426, Steps: 85
Number: 31442, Steps: 85
Number: 1402, Steps: 83
Number: 14339, Steps: 76
Number: 9816, Steps: 135
Number: 4415, Steps: 170
Number: 6090, Steps: 36
Number: 13210, Steps: 138
Number: 581, Steps: 118
Number: 24223, Steps: 100
Number: 9326, Steps: 109
Number: 26272, Steps: 33
Number: 14495, Steps: 182
Number: 16015, Steps: 45
Number: 10212, Steps: 179
Number: 28076, Steps: 46
Number: 32109, Steps: 191
Number: 14216, Steps: 120
Number: 26382, Steps: 126
Number: 12585, Steps: 107
Number: 12870, Steps: 76
Number: 5207, Steps: 103
Number: 29401, Steps: 165
Number: 27233, Steps: 183
Number: 10002, Steps: 65
Number: 12750, Steps: 200
Number: 3869, Steps: 144
Number: 32475, Steps: 85
Number: 22549, Steps: 87
Number: 21690, Steps: 118
Number: 196, Steps: 26
Number: 9703, Steps: 135
Number: 19753, Steps: 61
Number: 7189, Steps: 119
Number: 1839, Steps: 161
Number: 3191, Steps: 74
Number: 32330, Steps: 147
Number: 25468, Steps: 64
Number: 1237, Steps: 26
Number: 27440, Steps: 33
Number: 24920, Steps: 64
Number: 10723, Steps: 73
Number: 6957, Steps: 57
Number: 17089, Steps: 66
Number: 1305, Steps: 52
Number: 20615, Steps: 211
Number: 15823, Steps: 76
Number: 12916, Steps: 76
Number: 23934, Steps: 144
Number: 17956, Steps: 92
Number: 214, Steps: 101
Number: 7426, Steps: 70
Number: 9511, Steps: 52
Number: 29288, Steps: 134
Number: 9864, Steps: 135
Number: 4012, Steps: 43
Number: 30760, Steps: 54
Number: 30120, Steps: 134
Number: 12345, Steps: 50
Number: 8071, Steps: 70
Number: 3086, Steps: 110
Number: 4307, Steps: 77
Number: 30316, Steps: 134
Number: 12568, Steps: 125
Number: 10525, Steps: 192
Number: 18852, Steps: 154
Number: 3132, Steps: 123
Number: 24096, Steps: 25
Number: 18652, Steps: 110
Number: 7963, Steps: 251
Number: 29178, Steps: 165
Number: 28089, Steps: 46
Number: 32212, Steps: 72
Number: 25133, Steps: 157
Number: 23320, Steps: 38
Number: 4770, Steps: 103
Number: 2196, Steps: 94
Number: 1723, Steps: 55
Number: 2885, Steps: 48
Number: 25560, Steps: 77
Number: 15864, Steps: 53
Number: 193, Steps: 119
Number: 3802, Steps: 30
Number: 17254, Steps: 53
Number: 8875, Steps: 96
Number: 464, Steps: 22
Number: 21109, Steps: 149
Number: 10109, Steps: 179
Number: 24555, Steps: 69
Number: 10942, Steps: 161
Number: 24035, Steps: 51
Number: 31175, Steps: 85
Number: 30092, Steps: 41
Number: 1436, Steps: 52
Number: 13892, Steps: 107
Number: 249, Steps: 47
Number: 19776, Steps: 30
Number: 23528, Steps: 51
Number: 11113, Steps: 117
Number: 2216, Steps: 19
Number: 4885, Steps: 41
Number: 15620, Steps: 102
Number: 5249, Steps: 129
Number: 15197, Steps: 71
Number: 30527, Steps: 178
Number: 18663, Steps: 92
Number: 16373, Steps: 66
Number: 25323, Steps: 108
Number: 15640, Steps: 102
Number: 4883, Steps: 72
Number: 6800, Steps: 62
Number: 768, Steps: 15
Number: 15205, Steps: 32
Number: 12742, Steps: 32
Number: 20963, Steps: 149
Number: 507, Steps: 35
Number: 12763, Steps: 125
Number: 19829, Steps: 136
Number: 30184, Steps: 41
Number: 21501, Steps: 100
Number: 6114, Steps: 111
Number: 17526, Steps: 48
Number: 24037, Steps: 95
Number: 23619, Steps: 113
Number: 18584, Steps: 185
Number: 14077, Steps: 81
Number: 21651, Steps: 69
Number: 30899, Steps: 59
Number: 12313, Steps: 112
Number: 3913, Steps: 144
Number: 20352, Steps: 61
Number: 27572, Steps: 59
Number: 24062, Steps: 100
Number: 23071, Steps: 113
Number: 13746, Steps: 32
Number: 6211, Steps: 155
Number: 8483, Steps: 109
Number: 888, Steps: 72
Number: 31117, Steps: 41
Number: 17476, Steps: 48
Number: 4270, Steps: 64
Number: 19319, Steps: 167
Number: 2551, Steps: 84
Number: 21781, Steps: 56
Number: 9804, Steps: 135
Number: 1949, Steps: 143
Number: 24249, Steps: 69
Number: 14953, Steps: 71
Number: 19902, Steps: 74
Number: 1088, Steps: 18
Number: 9256, Steps: 34
Number: 31572, Steps: 54
Number: 3477, Steps: 30
Number: 6713, Steps: 137
Number: 18950, Steps: 61
Number: 6562, Steps: 75
Number: 11577, Steps: 112
Number: 19678, Steps: 48
Number: 31139, Steps: 222
Number: 16237, Steps: 66
Number: 31792, Steps: 98
Number: 1072, Steps: 31
Number: 14151, Steps: 107
Number: 27375, Steps: 64
Number: 7837, Steps: 83
Number: 14165, Steps: 120
Number: 13012, Steps: 45
Number: 3220, Steps: 22
Number: 775, Steps: 152
Number: 6984, Steps: 150
Number: 2984, Steps: 22
Number: 19283, Steps: 74
Number: 25948, Steps: 51
Number: 10703, Steps: 192
Number: 3009, Steps: 40
Number: 25407, Steps: 144
Number: 822, Steps: 134
Number: 5293, Steps: 54
Number: 7716, Steps: 57
Number: 21081, Steps: 193
Number: 25948, Steps: 51
Number: 31001, Steps: 178
Number: 1151, Steps: 57
Number: 18345, Steps: 123
Number: 25228, Steps: 64
Number: 26480, Steps: 46
Number: 4109, Steps: 38
Number: 2189, Steps: 32
Number: 16248, Steps: 66
Number: 4903, Steps: 103
Number: 25018, Steps: 157
Number: 16464, Steps: 128
Number: 4110, Steps: 38
Number: 16131, Steps: 71
Number: 30088, Steps: 41
Number: 28158, Steps: 82
Number: 15868, Steps: 53
Number: 14732, Steps: 133
Number: 32049, Steps: 98
Number: 25719, Steps: 170
Number: 22644, Steps: 38
Number: 32191, Steps: 147
Number: 19982, Steps: 167
Number: 4291, Steps: 77
Number: 4396, Steps: 33
Number: 19459, Steps: 167
Number: 26167, Steps: 152
Number: 31397, Steps: 129
Number: 2730, Steps: 14
Number: 20318, Steps: 180
Number: 19692, Steps: 74
Number: 13171, Steps: 138
Number: 23486, Steps: 82
Number: 8937, Steps: 96
Number: 21043, Steps: 105
Number: 10020, Steps: 91
Number: 27728, Steps: 33
Number: 19329, Steps: 136
Number: 29123, Steps: 165
Number: 939, Steps: 85
Number: 3931, Steps: 82
Number: 31168, Steps: 147
Number: 23841, Steps: 51
Number: 10884, Steps: 68
Number: 32314, Steps: 147
Number: 10283, Steps: 86
Number: 28937, Steps: 165
Number: 24716, Steps: 38
Number: 6435, Steps: 75
Number: 27053, Steps: 38
Number: 6671, Steps: 181
Number: 12309, Steps: 37
Number: 4337, Steps: 46
Number: 31813, Steps: 98
Number: 27782, Steps: 46
Number: 12602, Steps: 63
Number: 24102, Steps: 95
Number: 29691, Steps: 72
Number: 29601, Steps: 72
Number: 11376, Steps: 68
Number: 10544, Steps: 55
Number: 4632, Steps: 33
Number: 31704, Steps: 54
Number: 19294, Steps: 123
Number: 2027, Steps: 156
Number: 7318, Steps: 132
Number: 23693, Steps: 38
Number: 19439, Steps: 105
Number: 13416, Steps: 45
Number: 18902, Steps: 154
Number: 1264, Steps: 39
Number: 27045, Steps: 90
Number: 8429, Steps: 158
Number: 5265, Steps: 41
Number: 20512, Steps: 56
Number: 28976, Steps: 72
Number: 3388, Steps: 35
Number: 3089, Steps: 35
Number: 25747, Steps: 108
Number: 12863, Steps: 125
Number: 280, Steps: 16
Number: 29857, Steps: 165
Number: 8887, Steps: 96
Number: 17302, Steps: 53
Number: 20486, Steps: 43
Number: 19522, Steps: 48
Number: 26329, Steps: 139
Number: 19808, Steps: 136
Number: 2641, Steps: 102
Number: 1951, Steps: 174
Number: 8775, Steps: 140
Number: 19911, Steps: 74
Number: 32592, Steps: 54
Number: 6979, Steps: 88
Number: 4017, Steps: 25
Number: 3011, Steps: 40
Number: 13547, Steps: 182
Number: 9482, Steps: 153
Number: 1749, Steps: 117
Number: 11311, Steps: 86
Number: 30812, Steps: 147
Number: 18901, Steps: 61
Number: 13148, Steps: 76
Number: 7458, Steps: 70
Number: 27699, Steps: 90
Number: 7042, Steps: 106
Number: 13054, Steps: 76
Number: 19324, Steps: 123
Number: 14237, Steps: 50
Number: 6940, Steps: 106
Number: 24301, Steps: 64
Number: 22207, Steps: 206
Number: 15077, Steps: 115
Number: 11086, Steps: 205
Number: 17521, Steps: 35
Number: 14113, Steps: 151
Number: 27963, Steps: 152
Number: 1822, Steps: 42
Number: 4303, Steps: 108
Number: 2527, Steps: 177
Number: 18357, Steps: 61
Number: 4312, Steps: 51
Number: 29808, Steps: 72
Number: 30675, Steps: 240
Number: 24979, Steps: 64
Number: 3399, Steps: 118
Number: 16703, Steps: 234
Number: 27209, Steps: 183
Number: 8647, Steps: 52
Number: 7979, Steps: 52
Number: 18515, Steps: 260
Number: 527, Steps: 79
Number: 10677, Steps: 148
Number: 5864, Steps: 98
Number: 15054, Steps: 151
Number: 1227, Steps: 132
Number: 23863, Steps: 219
Number: 27260, Steps: 183
Number: 4613, Steps: 152
Number: 13457, Steps: 138
Number: 11236, Steps: 161
Number: 27059, Steps: 38
Number: 17121, Steps: 164
Number: 17845, Steps: 97
Number: 32658, Steps: 191
Number: 670, Steps: 69
Number: 16517, Steps: 190
Number: 26334, Steps: 170
Number: 29721, Steps: 147
Number: 10817, Steps: 117
Number: 4656, Steps: 121
Number: 3932, Steps: 144
Number: 15450, Steps: 146
Number: 15756, Steps: 27
Number: 101, Steps: 25
Number: 1980, Steps: 99
Number: 22656, Steps: 38
Number: 28301, Steps: 33
Number: 7498, Steps: 176
Number: 24729, Steps: 157
Number: 390, Steps: 120
Number: 4579, Steps: 108
Number: 11343, Steps: 81
Number: 19381, Steps: 74
Number: 28154, Steps: 82
Number: 24694, Steps: 51
Number: 11535, Steps: 55
Number: 2888, Steps: 48
Number: 21504, Steps: 17
Number: 357, Steps: 32
Number: 3451, Steps: 56
Number: 27543, Steps: 59
Number: 19609, Steps: 167
Number: 28736, Steps: 121
Number: 18229, Steps: 61
Number: 31433, Steps: 85
Number: 31781, Steps: 129
Number: 4984, Steps: 134
Number: 27706, Steps: 108
Number: 29430, Steps: 121
Number: 9255, Steps: 153
Number: 5907, Steps: 124
Number: 26308, Steps: 139
Number: 2690, Steps: 115
Number: 585, Steps: 56
Number: 24484, Steps: 175
Number: 28783, Steps: 196
Number: 7849, Steps: 127
Number: 8352, Steps: 34
Number: 10619, Steps: 99
Number: 1178, Steps: 119
Number: 27738, Steps: 152
Number: 31536, Steps: 28
Number: 10265, Steps: 135
Number: 21008, Steps: 30
Number: 19273, Steps: 136
Number: 7859, Steps: 101
Number: 14823, Steps: 120
Number: 28648, Steps: 103
Number: 8000, Steps: 114
Number: 9366, Steps: 60
Number: 1063, Steps: 75
Number: 22953, Steps: 175
Number: 29621, Steps: 134
Number: 12357, Steps: 37
Number: 2858, Steps: 35
Number: 30386, Steps: 72
Number: 30114, Steps: 64
Number: 20904, Steps: 30
Number: 6851, Steps: 57
Number: 12505, Steps: 156
Number: 16273, Steps: 159
Number: 28909, Steps: 134
Number: 4861, Steps: 165
Number: 24147, Steps: 43
Number: 11254, Steps: 60
Number: 10121, Steps: 179
Number: 27913, Steps: 64
Number: 724, Steps: 20
Number: 8642, Steps: 171
Number: 10873, Steps: 130
Number: 3194, Steps: 123
Number: 11254, Steps: 60
Number: 3893, Steps: 100
Number: 10702, Steps: 192
Number: 12469, Steps: 63
Number: 27871, Steps: 152
Number: 1780, Steps: 73
Number: 18792, Steps: 123
Number: 6818, Steps: 137
Number: 15646, Steps: 84
Number: 13147, Steps: 63
Number: 5890, Steps: 80
Number: 15016, Steps: 27
Number: 16087, Steps: 53
Number: 5140, Steps: 28
Number: 8559, Steps: 78
Number: 31449, Steps: 103
Number: 12320, Steps: 37
Number: 14825, Steps: 164
Number: 5410, Steps: 41
Number: 31081, Steps: 54
Number: 2986, Steps: 22
Number: 29910, Steps: 72
Number: 500, Steps: 110
Number: 18277, Steps: 35
Number: 7332, Steps: 44
Number: 10339, Steps: 55
Number: 11810, Steps: 143
Number: 32673, Steps: 67
Number: 2524, Steps: 40
Number: 14897, Steps: 115
Number: 6805, Steps: 62
Number: 18931, Steps: 61
Number: 7208, Steps: 57
Number: 20178, Steps: 136
Number: 7271, Steps: 163
Number: 7838, Steps: 83
Number: 17412, Steps: 141
Number: 18653, Steps: 110
Number: 12194, Steps: 37
Number: 24081, Steps: 43
Number: 8828, Steps: 171
Number: 15938, Steps: 53
Number: 26443, Steps: 139
Number: 4306, Steps: 77
Number: 6477, Steps: 49
Number: 22492, Steps: 61
Number: 7839, Steps: 83
Number: 25525, Steps: 77
Number: 9799, Steps: 47
Number: 20293, Steps: 35
Number: 20380, Steps: 74
Number: 13393, Steps: 94
Number: 3573, Steps: 74
Number: 32494, Steps: 41
Number: 12995, Steps: 125
Number: 16820, Steps: 97
Number: 6528, Steps: 31
Number: 14447, Steps: 156
Number: 3101, Steps: 154
Number: 21846, Steps: 56
Number: 27601, Steps: 152
Number: 21787, Steps: 131
Number: 18812, Steps: 61
Number: 30796, Steps: 134
Number: 12790, Steps: 125
Number: 13528, Steps: 138
Number: 22019, Steps: 193
Number: 2238, Steps: 89
Number: 12999, Steps: 50
Number: 7982, Steps: 52
Number: 18152, Steps: 66
Number: 17307, Steps: 53
Number: 457, Steps: 128
Number: 15005, Steps: 63
Number: 17785, Steps: 172
Number: 5771, Steps: 142
Number: 22866, Steps: 131
Number: 3636, Steps: 17
Number: 23133, Steps: 51
Number: 20006, Steps: 66
Number: 24558, Steps: 126
Number: 16735, Steps: 159
Number: 32285, Steps: 72
Number: 29795, Steps: 116
Number: 23810, Steps: 100
Number: 3585, Steps: 74
Number: 4835, Steps: 20
Number: 29523, Steps: 134
Number: 8367, Steps: 158
Number: 6338, Steps: 54
Number: 11137, Steps: 91
Number: 20495, Steps: 43
Number: 8953, Steps: 140
Number: 9131, Steps: 153
Number: 17332, Steps: 141
Number: 4591, Steps: 170
Number: 7721, Steps: 114
Number: 20208, Steps: 180
Number: 19882, Steps: 92
Number: 10748, Steps: 99
Number: 10351, Steps: 117
Number: 23564, Steps: 82
Number: 14531, Steps: 164
Number: 28328, Steps: 121
Number: 4300, Steps: 25
Number: 10003, Steps: 65
Number: 21909, Steps: 43
Number: 32701, Steps: 147
Number: 815, Steps: 134
Number: 19012, Steps: 53
Number: 15154, Steps: 84
Number: 9876, Steps: 135
Number: 14303, Steps: 102
Number: 8158, Steps: 65
Number: 4525, Steps: 38
Number: 1671, Steps: 42
Number: 12824, Steps: 63
Number: 5686, Steps: 173
Number: 26074, Steps: 51
Number: 12712, Steps: 32
Number: 20985, Steps: 56
Number: 2565, Steps: 53
Number: 27222, Steps: 90
Number: 30132, Steps: 90
Number: 15774, Steps: 177
Number: 6918, Steps: 106
Number: 18887, Steps: 229
Number: 30018, Steps: 116
Number: 25993, Steps: 126
Number: 11969, Steps: 50
Number: 28261, Steps: 103
Number: 24896, Steps: 126
Number: 10310, Steps: 29
Number: 5537, Steps: 67
Number: 25274, Steps: 126
Number: 26272, Steps: 33
Number: 22862, Steps: 175
Number: 1613, Steps: 21
Number: 12197, Steps: 125
Number: 9295, Steps: 60
Number: 12077, Steps: 68
Number: 25397, Steps: 82
Number: 23461, Steps: 105
Number: 15719, Steps: 128
Number: 23776, Steps: 100
Number: 32363, Steps: 191
Number: 28500, Steps: 77
Number: 23461, Steps: 105
Number: 23169, Steps: 162
Number: 20405, Steps: 87
Number: 9010, Steps: 39
Number: 13853, Steps: 107
Number: 8486, Steps: 109
Number: 20704, Steps: 43
Number: 6820, Steps: 137
Number: 28716, Steps: 121
Number: 24070, Steps: 188
Number: 29783, Steps: 134
Number: 20541, Steps: 149
Number: 25775, Steps: 139
Number: 24797, Steps: 139
Number: 27124, Steps: 183
Number: 5947, Steps: 142
Number: 12658, Steps: 156
Number: 18834, Steps: 105
Number: 9749, Steps: 135
Number: 22101, Steps: 131
Number: 5868, Steps: 142
Number: 14615, Steps: 45
Number: 24307, Steps: 157
Number: 24500, Steps: 64
Number: 41, Steps: 109
Number: 2450, Steps: 133
Number: 29743, Steps: 147
Number: 2623, Steps: 102
Number: 18183, Steps: 141
Number: 20922, Steps: 180
Number: 29870, Steps: 72
Number: 28699, Steps: 90
Number: 2213, Steps: 138
Number: 14211, Steps: 58
Number: 13991, Steps: 89
Number: 30322, Steps: 85
Number: 7705, Steps: 145
Number: 22013, Steps: 175
Number: 13818, Steps: 58
Number: 628, Steps: 38
Number: 3425, Steps: 56
Number: 14969, Steps: 71
Number: 11460, Steps: 29
Number: 32668, Steps: 160
Number: 1692, Steps: 34
Number: 15599, Steps: 84
Number: 6704, Steps: 44
Number: 6965, Steps: 31
Number: 16763, Steps: 115
Number: 14236, Steps: 50
Number: 11152, Steps: 130
Number: 22812, Steps: 56
Number: 20210, Steps: 136
Number: 25071, Steps: 87
Number: 15276, Steps: 32
Number: 26055, Steps: 170
Number: 13107, Steps: 138
Number: 21158, Steps: 56
Number: 23641, Steps: 175
Number: 18822, Steps: 61
Number: 23516, Steps: 82
Number: 27957, Steps: 152
Number: 7758, Steps: 145
Number: 24841, Steps: 95
Number: 18031, Steps: 92
Number: 15975, Steps: 97
Number: 2868, Steps: 35
Number: 16163, Steps: 146
Number: 27396, Steps: 59
Number: 3143, Steps: 105
Number: 1532, Steps: 47
Number: 23501, Steps: 56
Number: 16186, Steps: 159
Number: 7489, Steps: 88
Number: 1397, Steps: 34
Number: 13422, Steps: 94
Number: 25971, Steps: 51
Number: 31365, Steps: 54
Number: 23838, Steps: 126
Number: 16730, Steps: 40
Number: 23617, Steps: 113
Number: 12716, Steps: 81
Number: 2105, Steps: 125
Number: 25752, Steps: 77
Number: 16923, Steps: 110
Number: 22942, Steps: 175
Number: 11040, Steps: 130
Number: 13800, Steps: 45
Number: 341, Steps: 11
Number: 24243, Steps: 144
Number: 16092, Steps: 45
Number: 20484, Steps: 43
Number: 30799, Steps: 147
Number: 23064, Steps: 144
Number: 6900, Steps: 44
Number: 807, Steps: 72
Number: 29164, Steps: 165
Number: 30837, Steps: 54
Number: 20867, Steps: 149
Number: 4300, Steps: 25
Number: 581, Steps: 118
Number: 13260, Steps: 76
Number: 4493, Steps: 46
Number: 21688, Steps: 118
Number: 7071, Steps: 57
Number: 25765, Steps: 126
Number: 915, Steps: 129
Number: 32570, Steps: 160
Number: 28571, Steps: 51
Number: 28264, Steps: 33
Number: 21605, Steps: 162
Number: 17586, Steps: 128
Number: 28845, Steps: 121
Number: 2826, Steps: 128
Number: 25144, Steps: 108
Number: 9808, Steps: 42
Number: 1999, Steps: 50
Number: 31211, Steps: 178
Number: 16376, Steps: 159
Number: 14366, Steps: 151
Number: 21111, Steps: 149
Number: 5631, Steps: 160
Number: 736, Steps: 20
Number: 2113, Steps: 81
Number: 31942, Steps: 54
Number: 5933, Steps: 142
Number: 3655, Steps: 118
Number: 2940, Steps: 48
Number: 3074, Steps: 154
Number: 756, Steps: 108
Number: 20925, Steps: 131
Number: 13045, Steps: 138
Number: 11590, Steps: 143
Number: 4180, Steps: 33
Number: 11606, Steps: 174
Number: 3900, Steps: 144
Number: 23672, Steps: 100
Number: 748, Steps: 46
Number: 28742, Steps: 72
Number: 9353, Steps: 184
Number: 30588, Steps: 178
Number: 16736, Steps: 128
Number: 9646, Steps: 166
Number: 21573, Steps: 69
Number: 4519, Steps: 90
Number: 11005, Steps: 174
Number: 9142, Steps: 60
Number: 32716, Steps: 67
Number: 7031, Steps: 150
Number: 28832, Steps: 59
Number: 4316, Steps: 51
Number: 18546, Steps: 154
Number: 12929, Steps: 138
Number: 29907, Steps: 72
Number: 21388, Steps: 118
Number: 4292, Steps: 25
Number: 11690, Steps: 99
Number: 30522, Steps: 178
Number: 8176, Steps: 65
Number: 8976, Steps: 47
Number: 14746, Steps: 133
Number: 3886, Steps: 38
Number: 6153, Steps: 93
Number: 8487, Steps: 140
Number: 6510, Steps: 75
